,district,cell,household_head,find_hh,consent1,children_in_hh,hhmembers,name_hh_member,relation_to_hh_head,gender_hh_member,age_hh_member
2908,district B,cell_1,vespasien,1,1.0,1.0,10.0,aldous,3.0,0.0,8.0
2909,district B,cell_1,vespasien,1,1.0,1.0,10.0,amittai,3.0,0.0,5.0
2910,district B,cell_1,vespasien,1,1.0,1.0,10.0,fina,2.0,1.0,45.0
2911,district B,cell_1,vespasien,1,1.0,1.0,10.0,elicia,3.0,1.0,22.0
2912,district B,cell_1,vespasien,1,1.0,1.0,10.0,dalya,3.0,1.0,15.0
2913,district B,cell_1,vespasien,1,1.0,1.0,10.0,nakato,3.0,1.0,10.0
2914,district B,cell_1,vespasien,1,1.0,1.0,10.0,jancis,3.0,1.0,2.0
2915,district B,cell_2,bithiah,1,1.0,1.0,3.0,uzi,3.0,0.0,36.0
2916,district B,cell_2,bithiah,1,1.0,1.0,3.0,valentine (1),5.0,0.0,3.0
2917,district B,cell_2,bithiah,1,1.0,1.0,3.0,bithiah,1.0,1.0,76.0
2918,district B,cell_1,kaylynn,1,1.0,1.0,4.0,achan,3.0,0.0,18.0
2919,district B,cell_1,kaylynn,1,1.0,1.0,4.0,aric,5.0,0.0,5.0
2920,district B,cell_1,kaylynn,1,1.0,1.0,4.0,asher,5.0,0.0,2.0
2921,district B,cell_1,kaylynn,1,1.0,1.0,4.0,kaylynn,1.0,1.0,61.0
2922,district B,cell_1,grant,1,1.0,1.0,10.0,grant,1.0,0.0,60.0
2923,district B,cell_1,grant,1,1.0,1.0,10.0,jahleel,3.0,0.0,17.0
2924,district B,cell_1,grant,1,1.0,1.0,10.0,jere,3.0,0.0,21.0
2925,district B,cell_1,grant,1,1.0,1.0,10.0,ursella,5.0,1.0,0.0
2926,district B,cell_1,grant,1,1.0,1.0,10.0,marlee,2.0,1.0,60.0
2927,district B,cell_1,grant,1,1.0,1.0,10.0,andrina,3.0,1.0,30.0
2928,district B,cell_1,grant,1,1.0,1.0,10.0,sarahjeanne,3.0,1.0,23.0
2929,district B,cell_1,grant,1,1.0,1.0,10.0,alisha,3.0,1.0,15.0
2930,district B,cell_1,grant,1,1.0,1.0,10.0,zephyrine,3.0,1.0,11.0
2931,district B,cell_1,grant,1,1.0,1.0,10.0,ami,5.0,1.0,2.0
2932,district B,cell_2,mnason,1,1.0,1.0,6.0,mnason,1.0,0.0,65.0
2933,district B,cell_2,mnason,1,1.0,1.0,6.0,noll,5.0,0.0,8.0
2934,district B,cell_2,mnason,1,1.0,1.0,6.0,keri,2.0,1.0,57.0
2935,district B,cell_2,mnason,1,1.0,1.0,6.0,coralie,3.0,1.0,22.0
2936,district B,cell_2,mnason,1,1.0,1.0,6.0,tonya,3.0,1.0,18.0
2937,district B,cell_2,mnason,1,1.0,1.0,6.0,raelene,5.0,1.0,0.0
2938,district B,cell_2,adisa,1,1.0,1.0,9.0,adisa,1.0,0.0,55.0
2939,district B,cell_2,adisa,1,1.0,1.0,9.0,albert,3.0,0.0,21.0
2940,district B,cell_2,adisa,1,1.0,1.0,9.0,callahan,3.0,0.0,11.0
2941,district B,cell_2,adisa,1,1.0,1.0,9.0,calvin,5.0,0.0,7.0
2942,district B,cell_2,adisa,1,1.0,1.0,9.0,tawny,2.0,1.0,48.0
2943,district B,cell_2,adisa,1,1.0,1.0,9.0,quianna,3.0,1.0,23.0
2944,district B,cell_2,adisa,1,1.0,1.0,9.0,kaitlyn,3.0,1.0,13.0
2945,district B,cell_2,adisa,1,1.0,1.0,9.0,dalia,5.0,1.0,0.0
2946,district B,cell_2,adisa,1,1.0,1.0,9.0,ang�le,6.0,1.0,20.0
2947,district B,cell_2,mirabelle,1,1.0,1.0,7.0,kent,3.0,0.0,23.0
2948,district B,cell_2,mirabelle,1,1.0,1.0,7.0,lambert,5.0,0.0,2.0
2949,district B,cell_2,mirabelle,1,1.0,1.0,7.0,layton,3.0,0.0,18.0
2950,district B,cell_2,mirabelle,1,1.0,1.0,7.0,mirabelle,1.0,1.0,53.0
2951,district B,cell_2,mirabelle,1,1.0,1.0,7.0,ione,3.0,1.0,28.0
2952,district B,cell_2,mirabelle,1,1.0,1.0,7.0,anneka,3.0,1.0,15.0
2953,district B,cell_2,mirabelle,1,1.0,1.0,7.0,cassie,5.0,1.0,5.0
2954,district B,cell_2,levi,1,1.0,1.0,4.0,levi,1.0,0.0,48.0
2955,district B,cell_2,levi,1,1.0,1.0,4.0,maurice,5.0,0.0,1.0
2956,district B,cell_2,levi,1,1.0,1.0,4.0,jannine,3.0,1.0,20.0
2957,district B,cell_2,levi,1,1.0,1.0,4.0,narcissa,3.0,1.0,5.0
2958,district B,cell_1,bashemath,1,1.0,1.0,5.0,phillip,3.0,0.0,7.0
2959,district B,cell_1,bashemath,1,1.0,1.0,5.0,steven,3.0,0.0,5.0
2960,district B,cell_1,bashemath,1,1.0,1.0,5.0,zebadiah,3.0,0.0,1.0
2961,district B,cell_1,bashemath,1,1.0,1.0,5.0,bashemath,1.0,1.0,35.0
2962,district B,cell_1,bashemath,1,1.0,1.0,5.0,jacqueline,3.0,1.0,11.0
2963,district B,cell_2,anderson,1,1.0,1.0,4.0,anderson,1.0,0.0,25.0
2964,district B,cell_2,anderson,1,1.0,1.0,4.0,randi,2.0,1.0,24.0
2965,district B,cell_2,anderson,1,1.0,1.0,4.0,laurentine,3.0,1.0,3.0
2966,district B,cell_2,anderson,1,1.0,1.0,4.0,alfreda,3.0,1.0,2.0
2967,district B,cell_1,alysha,1,1.0,1.0,5.0,lazarus,5.0,0.0,14.0
2968,district B,cell_1,alysha,1,1.0,1.0,5.0,marmaduke,5.0,0.0,4.0
2969,district B,cell_1,alysha,1,1.0,1.0,5.0,mitchell,5.0,0.0,1.0
2970,district B,cell_1,alysha,1,1.0,1.0,5.0,alysha,1.0,1.0,61.0
2971,district B,cell_1,alysha,1,1.0,1.0,5.0,benjamine,3.0,1.0,29.0
2972,district B,cell_1,spencer,1,1.0,1.0,5.0,spencer,1.0,0.0,45.0
2973,district B,cell_1,spencer,1,1.0,1.0,5.0,baudouin,3.0,0.0,14.0
2974,district B,cell_1,spencer,1,1.0,1.0,5.0,cassian,5.0,0.0,1.0
2975,district B,cell_1,spencer,1,1.0,1.0,5.0,kaylee,2.0,1.0,38.0
2976,district B,cell_1,spencer,1,1.0,1.0,5.0,prunella,3.0,1.0,21.0
2977,district B,cell_2,vashti,1,1.0,1.0,5.0,jordon,3.0,0.0,18.0
2978,district B,cell_2,vashti,1,1.0,1.0,5.0,lon,5.0,0.0,2.0
2979,district B,cell_2,vashti,1,1.0,1.0,5.0,vashti,1.0,1.0,58.0
2980,district B,cell_2,vashti,1,1.0,1.0,5.0,ophelia,3.0,1.0,23.0
2981,district B,cell_2,vashti,1,1.0,1.0,5.0,chanel,3.0,1.0,14.0
2982,district B,cell_2,comfort,1,1.0,1.0,9.0,reynaud,3.0,0.0,23.0
2983,district B,cell_2,comfort,1,1.0,1.0,9.0,richie,3.0,0.0,18.0
2984,district B,cell_2,comfort,1,1.0,1.0,9.0,ridley,5.0,0.0,13.0
2985,district B,cell_2,comfort,1,1.0,1.0,9.0,rolland,5.0,0.0,9.0
2986,district B,cell_2,comfort,1,1.0,1.0,9.0,comfort,1.0,1.0,55.0
2987,district B,cell_2,comfort,1,1.0,1.0,9.0,mariel,3.0,1.0,27.0
2988,district B,cell_2,comfort,1,1.0,1.0,9.0,shelly,3.0,1.0,25.0
2989,district B,cell_2,comfort,1,1.0,1.0,9.0,lorayne,5.0,1.0,5.0
2990,district B,cell_2,comfort,1,1.0,1.0,9.0,princess,5.0,1.0,1.0
2991,district B,cell_2,raschelle,1,1.0,1.0,10.0,barnaby,5.0,0.0,1.0
2992,district B,cell_2,raschelle,1,1.0,1.0,10.0,clifton,3.0,0.0,22.0
2993,district B,cell_2,raschelle,1,1.0,1.0,10.0,hector,3.0,0.0,14.0
2994,district B,cell_2,raschelle,1,1.0,1.0,10.0,raschelle,1.0,1.0,48.0
2995,district B,cell_2,raschelle,1,1.0,1.0,10.0,reannon,13.0,1.0,36.0
2996,district B,cell_2,raschelle,1,1.0,1.0,10.0,nicole,3.0,1.0,18.0
2997,district B,cell_2,raschelle,1,1.0,1.0,10.0,tiana,5.0,1.0,17.0
2998,district B,cell_2,raschelle,1,1.0,1.0,10.0,hephzibah,3.0,1.0,14.0
2999,district B,cell_2,raschelle,1,1.0,1.0,10.0,sarina,5.0,1.0,6.0
3000,district B,cell_2,raschelle,1,1.0,1.0,10.0,betty,5.0,1.0,6.0
3001,district B,cell_2,huffie,1,1.0,1.0,6.0,huffie,1.0,0.0,33.0
3002,district B,cell_2,huffie,1,1.0,1.0,6.0,irvin,3.0,0.0,12.0
3003,district B,cell_2,huffie,1,1.0,1.0,6.0,olayinka,2.0,1.0,32.0
3004,district B,cell_2,huffie,1,1.0,1.0,6.0,rowanne,3.0,1.0,9.0
3005,district B,cell_2,huffie,1,1.0,1.0,6.0,anne,3.0,1.0,5.0
3006,district B,cell_2,huffie,1,1.0,1.0,6.0,deana,3.0,1.0,2.0
3007,district B,cell_2,odile,1,1.0,1.0,3.0,odile,1.0,1.0,50.0
3008,district B,cell_2,odile,1,1.0,1.0,3.0,brittany,3.0,1.0,18.0
3009,district B,cell_2,odile,1,1.0,1.0,3.0,jane,5.0,1.0,0.0
3010,district B,cell_2,ottoline,1,1.0,1.0,7.0,rowley,3.0,0.0,25.0
3011,district B,cell_2,ottoline,1,1.0,1.0,7.0,sherman,3.0,0.0,21.0
3012,district B,cell_2,ottoline,1,1.0,1.0,7.0,thornton,3.0,0.0,19.0
3013,district B,cell_2,ottoline,1,1.0,1.0,7.0,wesley,3.0,0.0,13.0
3014,district B,cell_2,ottoline,1,1.0,1.0,7.0,ottoline,1.0,1.0,51.0
3015,district B,cell_2,ottoline,1,1.0,1.0,7.0,abital,3.0,1.0,16.0
3016,district B,cell_2,ottoline,1,1.0,1.0,7.0,alvina,5.0,1.0,1.0
3017,district B,cell_1,charmian,1,1.0,1.0,4.0,gustave,5.0,0.0,18.0
3018,district B,cell_1,charmian,1,1.0,1.0,4.0,l_once,5.0,0.0,0.0
3019,district B,cell_1,charmian,1,1.0,1.0,4.0,charmian,1.0,1.0,87.0
3020,district B,cell_1,charmian,1,1.0,1.0,4.0,laurita,3.0,1.0,40.0
3021,district B,cell_2,weldon,1,1.0,1.0,3.0,weldon,1.0,0.0,28.0
3022,district B,cell_2,weldon,1,1.0,1.0,3.0,xavier,3.0,0.0,2.0
3023,district B,cell_2,weldon,1,1.0,1.0,3.0,annabel,2.0,1.0,30.0
3024,district B,cell_2,fern,1,1.0,1.0,8.0,zane,3.0,0.0,22.0
3025,district B,cell_2,fern,1,1.0,1.0,8.0,darin,3.0,0.0,9.0
3026,district B,cell_2,fern,1,1.0,1.0,8.0,fern,1.0,1.0,45.0
3027,district B,cell_2,fern,1,1.0,1.0,8.0,hannah,3.0,1.0,18.0
3028,district B,cell_2,fern,1,1.0,1.0,8.0,josiane,3.0,1.0,16.0
3029,district B,cell_2,fern,1,1.0,1.0,8.0,simonette,3.0,1.0,12.0
3030,district B,cell_2,fern,1,1.0,1.0,8.0,victoire,3.0,1.0,4.0
3031,district B,cell_2,fern,1,1.0,1.0,8.0,talitha,5.0,1.0,0.0
3032,district B,cell_2,hyacinthe,1,1.0,1.0,9.0,luther,3.0,0.0,19.0
3033,district B,cell_2,hyacinthe,1,1.0,1.0,9.0,matthew,3.0,0.0,16.0
3034,district B,cell_2,hyacinthe,1,1.0,1.0,9.0,stephen,5.0,0.0,4.0
3035,district B,cell_2,hyacinthe,1,1.0,1.0,9.0,uzziel,5.0,0.0,2.0
3036,district B,cell_2,hyacinthe,1,1.0,1.0,9.0,hyacinthe,1.0,1.0,57.0
3037,district B,cell_2,hyacinthe,1,1.0,1.0,9.0,darla,3.0,1.0,28.0
3038,district B,cell_2,hyacinthe,1,1.0,1.0,9.0,jenae,3.0,1.0,13.0
3039,district B,cell_2,hyacinthe,1,1.0,1.0,9.0,maya (2),3.0,1.0,9.0
3040,district B,cell_2,hyacinthe,1,1.0,1.0,9.0,ouida,5.0,1.0,7.0
3041,district B,cell_1,elnora,1,1.0,1.0,7.0,wyatt,2.0,0.0,50.0
3042,district B,cell_1,elnora,1,1.0,1.0,7.0,elnora,1.0,1.0,35.0
3043,district B,cell_1,elnora,1,1.0,1.0,7.0,mercy,3.0,1.0,16.0
3044,district B,cell_1,elnora,1,1.0,1.0,7.0,alexandrea,3.0,1.0,14.0
3045,district B,cell_1,elnora,1,1.0,1.0,7.0,tia,3.0,1.0,11.0
3046,district B,cell_1,elnora,1,1.0,1.0,7.0,paule,3.0,1.0,8.0
3047,district B,cell_1,elnora,1,1.0,1.0,7.0,shanna,3.0,1.0,2.0
3048,district B,cell_1,chad,1,1.0,1.0,11.0,asaf,3.0,0.0,7.0
3049,district B,cell_1,chad,1,1.0,1.0,11.0,caedmon,3.0,0.0,2.0
3050,district B,cell_1,chad,1,1.0,1.0,11.0,chad,1.0,0.0,49.0
3051,district B,cell_1,chad,1,1.0,1.0,11.0,dwayne,3.0,0.0,27.0
3052,district B,cell_1,chad,1,1.0,1.0,11.0,egbert,3.0,0.0,21.0
3053,district B,cell_1,chad,1,1.0,1.0,11.0,ermenegilde,3.0,0.0,18.0
3054,district B,cell_1,chad,1,1.0,1.0,11.0,sherill,2.0,1.0,44.0
3055,district B,cell_1,chad,1,1.0,1.0,11.0,dreda,3.0,1.0,24.0
3056,district B,cell_1,chad,1,1.0,1.0,11.0,serenity,3.0,1.0,15.0
3057,district B,cell_1,chad,1,1.0,1.0,11.0,jorie,3.0,1.0,13.0
3058,district B,cell_1,chad,1,1.0,1.0,11.0,maximilienne,3.0,1.0,10.0
3059,district B,cell_2,joscelin,1,1.0,1.0,7.0,gregory,4.0,0.0,12.0
3060,district B,cell_2,joscelin,1,1.0,1.0,7.0,hal,4.0,0.0,13.0
3061,district B,cell_2,joscelin,1,1.0,1.0,7.0,herod,5.0,0.0,2.0
3062,district B,cell_2,joscelin,1,1.0,1.0,7.0,joscelin,1.0,1.0,45.0
3063,district B,cell_2,joscelin,1,1.0,1.0,7.0,gigi,3.0,1.0,22.0
3064,district B,cell_2,joscelin,1,1.0,1.0,7.0,bridie,4.0,1.0,16.0
3065,district B,cell_2,joscelin,1,1.0,1.0,7.0,cymone,5.0,1.0,5.0
3066,district B,cell_2,curtis,1,1.0,1.0,5.0,curtis,1.0,0.0,41.0
3067,district B,cell_2,curtis,1,1.0,1.0,5.0,viviette,2.0,1.0,35.0
3068,district B,cell_2,curtis,1,1.0,1.0,5.0,terri,3.0,1.0,8.0
3069,district B,cell_2,curtis,1,1.0,1.0,5.0,cleo,3.0,1.0,7.0
3070,district B,cell_2,curtis,1,1.0,1.0,5.0,laure,3.0,1.0,0.0
3071,district B,cell_2,anona,1,1.0,1.0,6.0,earle,3.0,0.0,10.0
3072,district B,cell_2,anona,1,1.0,1.0,6.0,eldred,3.0,0.0,7.0
3073,district B,cell_2,anona,1,1.0,1.0,6.0,felicien,3.0,0.0,3.0
3074,district B,cell_2,anona,1,1.0,1.0,6.0,julien,3.0,0.0,0.0
3075,district B,cell_2,anona,1,1.0,1.0,6.0,anona,1.0,1.0,47.0
3076,district B,cell_2,anona,1,1.0,1.0,6.0,amethyst,3.0,1.0,20.0
3077,district B,cell_1,morty,1,1.0,1.0,10.0,morty,1.0,0.0,53.0
3078,district B,cell_1,morty,1,1.0,1.0,10.0,olumide,3.0,0.0,22.0
3079,district B,cell_1,morty,1,1.0,1.0,10.0,parris,3.0,0.0,18.0
3080,district B,cell_1,morty,1,1.0,1.0,10.0,sawyer,3.0,0.0,6.0
3081,district B,cell_1,morty,1,1.0,1.0,10.0,debby,3.0,1.0,3.0
3082,district B,cell_1,morty,1,1.0,1.0,10.0,georgiana,2.0,1.0,43.0
3083,district B,cell_1,morty,1,1.0,1.0,10.0,april,3.0,1.0,14.0
3084,district B,cell_1,morty,1,1.0,1.0,10.0,caileigh,3.0,1.0,13.0
3085,district B,cell_1,morty,1,1.0,1.0,10.0,mich�le,3.0,1.0,10.0
3086,district B,cell_1,morty,1,1.0,1.0,10.0,harriet,3.0,1.0,8.0
3087,district B,cell_1,rylee,1,1.0,1.0,3.0,theophilus,2.0,0.0,32.0
3088,district B,cell_1,rylee,1,1.0,1.0,3.0,rylee,1.0,1.0,41.0
3089,district B,cell_1,rylee,1,1.0,1.0,3.0,perdita,3.0,1.0,0.0
3090,district B,cell_2,florinda,1,1.0,1.0,4.0,christian,3.0,0.0,7.0
3091,district B,cell_2,florinda,1,1.0,1.0,4.0,florinda,1.0,1.0,35.0
3092,district B,cell_2,florinda,1,1.0,1.0,4.0,jessika,3.0,1.0,5.0
3093,district B,cell_2,florinda,1,1.0,1.0,4.0,thea,3.0,1.0,2.0
3094,district B,cell_2,reggie,1,1.0,1.0,7.0,reggie,1.0,0.0,62.0
3095,district B,cell_2,reggie,1,1.0,1.0,7.0,sheba,3.0,0.0,9.0
3096,district B,cell_2,reggie,1,1.0,1.0,7.0,xzavier,3.0,0.0,5.0
3097,district B,cell_2,reggie,1,1.0,1.0,7.0,clint,3.0,0.0,4.0
3098,district B,cell_2,reggie,1,1.0,1.0,7.0,darius,3.0,0.0,0.0
3099,district B,cell_2,reggie,1,1.0,1.0,7.0,flavie,2.0,1.0,28.0
3100,district B,cell_2,reggie,1,1.0,1.0,7.0,solange,3.0,1.0,2.0
3101,district B,cell_2,gomer,1,1.0,1.0,4.0,gomer,1.0,0.0,83.0
3102,district B,cell_2,gomer,1,1.0,1.0,4.0,gore,5.0,0.0,8.0
3103,district B,cell_2,gomer,1,1.0,1.0,4.0,arleen,3.0,1.0,32.0
3104,district B,cell_2,gomer,1,1.0,1.0,4.0,el_onore,5.0,1.0,3.0
3105,district B,cell_2,rosamond,1,1.0,1.0,7.0,gerrard,5.0,0.0,9.0
3106,district B,cell_2,rosamond,1,1.0,1.0,7.0,rosamond,1.0,1.0,57.0
3107,district B,cell_2,rosamond,1,1.0,1.0,7.0,deborah,3.0,1.0,38.0
3108,district B,cell_2,rosamond,1,1.0,1.0,7.0,montana,3.0,1.0,17.0
3109,district B,cell_2,rosamond,1,1.0,1.0,7.0,gertrude,5.0,1.0,15.0
3110,district B,cell_2,rosamond,1,1.0,1.0,7.0,pheobe,5.0,1.0,10.0
3111,district B,cell_2,rosamond,1,1.0,1.0,7.0,h_lo�se,5.0,1.0,2.0
3112,district B,cell_1,chrystal,1,1.0,1.0,6.0,morley,3.0,0.0,25.0
3113,district B,cell_1,chrystal,1,1.0,1.0,6.0,chrystal,1.0,1.0,58.0
3114,district B,cell_1,chrystal,1,1.0,1.0,6.0,joy,3.0,1.0,24.0
3115,district B,cell_1,chrystal,1,1.0,1.0,6.0,mabella,3.0,1.0,21.0
3116,district B,cell_1,chrystal,1,1.0,1.0,6.0,poppy,5.0,1.0,12.0
3117,district B,cell_1,chrystal,1,1.0,1.0,6.0,marlyn,5.0,1.0,0.0
3118,district B,cell_2,primrose,1,1.0,1.0,5.0,tyrone,3.0,0.0,6.0
3119,district B,cell_2,primrose,1,1.0,1.0,5.0,antoine,3.0,0.0,1.0
3120,district B,cell_2,primrose,1,1.0,1.0,5.0,primrose,1.0,1.0,33.0
3121,district B,cell_2,primrose,1,1.0,1.0,5.0,sukie,3.0,1.0,9.0
3122,district B,cell_2,primrose,1,1.0,1.0,5.0,rahab,3.0,1.0,9.0
3123,district B,cell_2,cory,1,1.0,1.0,5.0,cory,1.0,0.0,40.0
3124,district B,cell_2,cory,1,1.0,1.0,5.0,elvis,3.0,0.0,9.0
3125,district B,cell_2,cory,1,1.0,1.0,5.0,jadon,3.0,0.0,6.0
3126,district B,cell_2,cory,1,1.0,1.0,5.0,jehiel,3.0,0.0,1.0
3127,district B,cell_2,cory,1,1.0,1.0,5.0,serina,2.0,1.0,23.0
3128,district B,cell_2,gaetane,1,1.0,1.0,3.0,yorick,5.0,0.0,2.0
3129,district B,cell_2,gaetane,1,1.0,1.0,3.0,gaetane,1.0,1.0,55.0
3130,district B,cell_2,gaetane,1,1.0,1.0,3.0,jena,3.0,1.0,27.0
3131,district B,cell_1,enitan,1,1.0,1.0,7.0,enitan,1.0,0.0,49.0
3132,district B,cell_1,enitan,1,1.0,1.0,7.0,jarod,3.0,0.0,7.0
3133,district B,cell_1,enitan,1,1.0,1.0,7.0,jeannot,3.0,0.0,1.0
3134,district B,cell_1,enitan,1,1.0,1.0,7.0,roselle,2.0,1.0,34.0
3135,district B,cell_1,enitan,1,1.0,1.0,7.0,cecelia,3.0,1.0,11.0
3136,district B,cell_1,enitan,1,1.0,1.0,7.0,philomena,3.0,1.0,10.0
3137,district B,cell_1,enitan,1,1.0,1.0,7.0,florrie,3.0,1.0,3.0
3138,district B,cell_2,laura,1,1.0,1.0,6.0,jep,5.0,0.0,9.0
3139,district B,cell_2,laura,1,1.0,1.0,6.0,jerald,5.0,0.0,6.0
3140,district B,cell_2,laura,1,1.0,1.0,6.0,laura,1.0,1.0,52.0
3141,district B,cell_2,laura,1,1.0,1.0,6.0,marjory,3.0,1.0,30.0
3142,district B,cell_2,laura,1,1.0,1.0,6.0,noelle,3.0,1.0,16.0
3143,district B,cell_2,laura,1,1.0,1.0,6.0,luce,5.0,1.0,1.0
3144,district B,cell_2,brandt,1,1.0,1.0,4.0,brandt,1.0,0.0,35.0
3145,district B,cell_2,brandt,1,1.0,1.0,4.0,brock,3.0,0.0,5.0
3146,district B,cell_2,brandt,1,1.0,1.0,4.0,sauda,2.0,1.0,32.0
3147,district B,cell_2,brandt,1,1.0,1.0,4.0,helen,3.0,1.0,1.0
3148,district B,cell_2,abilene,1,1.0,1.0,8.0,sylvester,5.0,0.0,15.0
3149,district B,cell_2,abilene,1,1.0,1.0,8.0,tibby,5.0,0.0,12.0
3150,district B,cell_2,abilene,1,1.0,1.0,8.0,ulric,5.0,0.0,8.0
3151,district B,cell_2,abilene,1,1.0,1.0,8.0,urbain,5.0,0.0,2.0
3152,district B,cell_2,abilene,1,1.0,1.0,8.0,abilene,1.0,1.0,69.0
3153,district B,cell_2,abilene,1,1.0,1.0,8.0,kizzie,5.0,1.0,13.0
3154,district B,cell_2,abilene,1,1.0,1.0,8.0,apolline,5.0,1.0,10.0
3155,district B,cell_2,abilene,1,1.0,1.0,8.0,melyssa,5.0,1.0,6.0
3156,district B,cell_2,fabienne,1,1.0,1.0,3.0,fabienne,1.0,1.0,74.0
3157,district B,cell_2,fabienne,1,1.0,1.0,3.0,fr_d_rique,3.0,1.0,25.0
3158,district B,cell_2,fabienne,1,1.0,1.0,3.0,daniella,5.0,1.0,1.0
3159,district B,cell_1,forrest,1,1.0,1.0,5.0,forrest,1.0,0.0,82.0
3160,district B,cell_1,forrest,1,1.0,1.0,5.0,gavin,5.0,0.0,4.0
3161,district B,cell_1,forrest,1,1.0,1.0,5.0,theresa,2.0,1.0,54.0
3162,district B,cell_1,forrest,1,1.0,1.0,5.0,vicki,3.0,1.0,10.0
3163,district B,cell_1,forrest,1,1.0,1.0,5.0,delia,5.0,1.0,0.0
3164,district B,cell_1,g_rard,1,1.0,1.0,6.0,g_rard,1.0,0.0,42.0
3165,district B,cell_1,g_rard,1,1.0,1.0,6.0,emma,2.0,1.0,45.0
3166,district B,cell_1,g_rard,1,1.0,1.0,6.0,leeann,3.0,1.0,12.0
3167,district B,cell_1,g_rard,1,1.0,1.0,6.0,maryvonne,3.0,1.0,9.0
3168,district B,cell_1,g_rard,1,1.0,1.0,6.0,trudie,3.0,1.0,7.0
3169,district B,cell_1,g_rard,1,1.0,1.0,6.0,teri,3.0,1.0,2.0
3170,district B,cell_1,brandie,1,1.0,1.0,4.0,jeremiel,3.0,0.0,15.0
3171,district B,cell_1,brandie,1,1.0,1.0,4.0,jerrard,5.0,0.0,4.0
3172,district B,cell_1,brandie,1,1.0,1.0,4.0,brandie,1.0,1.0,55.0
3173,district B,cell_1,brandie,1,1.0,1.0,4.0,keren-happuch,3.0,1.0,10.0
3174,district B,cell_1,melville,1,1.0,1.0,6.0,melville,1.0,0.0,61.0
3175,district B,cell_1,melville,1,1.0,1.0,6.0,pete,3.0,0.0,20.0
3176,district B,cell_1,melville,1,1.0,1.0,6.0,peter,3.0,0.0,7.0
3177,district B,cell_1,melville,1,1.0,1.0,6.0,rowena,2.0,1.0,45.0
3178,district B,cell_1,melville,1,1.0,1.0,6.0,eshe,3.0,1.0,14.0
3179,district B,cell_1,melville,1,1.0,1.0,6.0,mayra,3.0,1.0,3.0
3180,district B,cell_1,barnab_,1,1.0,1.0,4.0,barnab_,1.0,0.0,34.0
3181,district B,cell_1,barnab_,1,1.0,1.0,4.0,brack,3.0,0.0,6.0
3182,district B,cell_1,barnab_,1,1.0,1.0,4.0,edna (2),2.0,1.0,30.0
3183,district B,cell_1,barnab_,1,1.0,1.0,4.0,roni (2),3.0,1.0,1.0
3184,district B,cell_2,everard,1,1.0,1.0,9.0,everard,1.0,0.0,54.0
3185,district B,cell_2,everard,1,1.0,1.0,9.0,gad,3.0,0.0,15.0
3186,district B,cell_2,everard,1,1.0,1.0,9.0,hilaire,5.0,0.0,0.0
3187,district B,cell_2,everard,1,1.0,1.0,9.0,tisha,2.0,1.0,54.0
3188,district B,cell_2,everard,1,1.0,1.0,9.0,gbemisola,3.0,1.0,29.0
3189,district B,cell_2,everard,1,1.0,1.0,9.0,xena,3.0,1.0,12.0
3190,district B,cell_2,everard,1,1.0,1.0,9.0,ethel,3.0,1.0,7.0
3191,district B,cell_2,everard,1,1.0,1.0,9.0,cornelia,5.0,1.0,5.0
3192,district B,cell_2,everard,1,1.0,1.0,9.0,christina,5.0,1.0,5.0
3193,district B,cell_2,pene,1,1.0,1.0,7.0,jerome,2.0,0.0,60.0
3194,district B,cell_2,pene,1,1.0,1.0,7.0,mack,3.0,0.0,29.0
3195,district B,cell_2,pene,1,1.0,1.0,7.0,matty,3.0,0.0,20.0
3196,district B,cell_2,pene,1,1.0,1.0,7.0,pene,1.0,1.0,50.0
3197,district B,cell_2,pene,1,1.0,1.0,7.0,amaranta,3.0,1.0,24.0
3198,district B,cell_2,pene,1,1.0,1.0,7.0,sharmaine,3.0,1.0,15.0
3199,district B,cell_2,pene,1,1.0,1.0,7.0,olufunmilayo,5.0,1.0,2.0
3200,district B,cell_1,jen,1,1.0,1.0,7.0,philibert,3.0,0.0,18.0
3201,district B,cell_1,jen,1,1.0,1.0,7.0,jen,1.0,1.0,48.0
3202,district B,cell_1,jen,1,1.0,1.0,7.0,ivy,3.0,1.0,26.0
3203,district B,cell_1,jen,1,1.0,1.0,7.0,em,3.0,1.0,15.0
3204,district B,cell_1,jen,1,1.0,1.0,7.0,alease,3.0,1.0,13.0
3205,district B,cell_1,jen,1,1.0,1.0,7.0,elea,5.0,1.0,5.0
3206,district B,cell_1,jen,1,1.0,1.0,7.0,jemma,5.0,1.0,2.0
3207,district B,cell_1,thaddeus,1,1.0,1.0,6.0,thaddeus,1.0,0.0,40.0
3208,district B,cell_1,thaddeus,1,1.0,1.0,6.0,babs,2.0,1.0,36.0
3209,district B,cell_1,thaddeus,1,1.0,1.0,6.0,dahlia,3.0,1.0,9.0
3210,district B,cell_1,thaddeus,1,1.0,1.0,6.0,christianne,3.0,1.0,6.0
3211,district B,cell_1,thaddeus,1,1.0,1.0,6.0,colleen,3.0,1.0,4.0
3212,district B,cell_1,thaddeus,1,1.0,1.0,6.0,ethalyn,3.0,1.0,1.0
3213,district B,cell_2,lemoine,1,1.0,1.0,3.0,lemoine,1.0,0.0,47.0
3214,district B,cell_2,lemoine,1,1.0,1.0,3.0,scarlet,2.0,1.0,27.0
3215,district B,cell_2,lemoine,1,1.0,1.0,3.0,delores,3.0,1.0,3.0
